window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6090,8,3,0,1.9997,0,33.3,0,0,6.53,1.0,6090.0,637,1.0,395,623,228,2147,0.000905,0.0055,414.6023,0,0.0,0.0,0.001,0,0,0,0,0.035892,0.015625,64,0.5647,0.0359,0.251
2,5000,3617,1,3,0,1.9997,0,35.7,511,3142,5.16,0.8212,4486.0,475,1.0,382,17,30,2171,0.001127,0.0075,389.0254,1,1.0,0.0,0.0011,0,0,0,0,0.037383,0.015625,64,0.582,0.0703,0.2617
3,5000,3263,1,3,0,1.9997,0,42.4,269,3034,4.75,0.8483,3895.0,229,1.0,297,6,91,2117,0.001209,0.0075,240.7603,2,1.9,0.0,0.0013,0,0,0,0,0.04,0.015625,64,0.6094,0.1053,0.261
4,5000,3000,3,3,0,1.9997,0,50.0,45,2978,4.37,0.8539,3549.4,22,1.0,186,7,118,1747,0.001629,0.0151,38.674,3,2.8,0.0,0.002,0,0,0,0,0.040785,0.015625,64,0.6169,0.1461,0.2721
5,5000,3126,2,5,0,1.9998,0,70.8,0,3111,4.5,0.9172,3408.3,15,1.0,129,2,59,1349,0.002518,0.0333,34.8837,4,3.8,0.0291,0.0042,2,0,0,0,0.049896,0.015625,54,0.6868,0.1793,0.2895
6,5000,3077,2,5,0,1.9997,2,92.8,5,3062,4.48,0.9286,3313.6,15,1.0,90,2,41,1041,0.00345,0.0421,43.4783,5,4.6,0.0351,0.0063,1,0,0,0,0.057895,0.015625,51,0.7301,0.2336,0.3023
7,5000,3056,0,0,3,1.9979,2,107.9,0,3056,4.44,0.9405,3249.2,0,1.0,65,0,25,776,0.004716,0.0472,0.0,6,5.4,0.0358,0.0076,0,0,0,0,0.060086,0.015625,48,0.74,0.2808,0.3167
8,5000,3102,0,0,0,1.9922,1,115.5,1,3101,4.55,0.9644,3216.5,1,1.0,47,1,19,642,0.006198,0.0533,0.0,7,6.3,0.0237,0.0088,0,0,0,0,0.065089,0.015625,42,0.7599,0.3399,0.3322
9,5000,3108,1,4,0,1.9951,1,124.1,5,3103,4.56,0.9728,3194.8,5,1.0,37,3,13,490,0.008067,0.0634,37.8788,8,6.8,0.0423,0.0126,0,0,0,0,0.105634,0.015625,33,0.8521,0.4033,0.3529
10,5000,3125,0,0,1,1.9883,1,137.2,0,3125,4.47,0.9821,3182.1,0,1.0,26,0,11,399,0.010779,0.0714,0.0,9,7.2,0.0442,0.0156,0,0,0,0,0.102041,0.015625,27,0.8469,0.4794,0.3746
11,5000,3179,1,3,0,1.9992,1,138.0,6,3168,4.48,0.9992,3181.6,11,1.0,28,10,8,367,0.009516,0.0642,110.0,10,6.0,0.0336,0.0135,0,0,0,0,0.100917,0.015625,26,0.8452,0.5804,0.3875
12,5000,3137,2,5,1,1.9888,1,151.8,14,3123,4.55,0.9881,3174.7,14,1.0,22,2,8,337,0.012423,0.0826,130.8411,11,6.0,0.0612,0.0158,2,0,0,0,0.090909,0.015625,22,0.8281,0.663,0.399
13,5000,3108,0,0,1,1.9663,2,151.6,1,3107,4.5,0.9819,3165.2,1,1.0,19,1,4,315,0.014552,0.1011,0.0,12,7.3,0.0742,0.0214,0,0,0,0,0.146067,0.015625,21,0.893,0.708,0.4114
14,5000,3120,2,5,3,1.9773,1,166.8,3,3112,4.51,0.9876,3159.2,8,1.0,13,3,9,316,0.014737,0.1222,90.9091,13,6.7,0.0852,0.0252,1,0,0,0,0.233333,0.015625,16,0.933,0.902,0.4348
15,5000,3037,1,5,1,1.9665,1,169.7,1,3022,4.45,0.966,3143.9,15,1.0,15,6,4,282,0.017755,0.1444,164.7059,14,4.8,0.0921,0.0378,1,0,0,0,0.177778,0.015625,12,0.9121,1.0686,0.452
16,5000,3138,3,3,1,1.9599,2,174.8,6,3123,4.51,0.9983,3143.2,15,1.0,19,7,3,327,0.01402,0.1176,125.0,15,4.3,0.078,0.0277,0,0,0,0,0.142857,0.015625,17,0.8906,1.2115,0.4601
17,5000,3076,0,0,1,1.9518,2,173.4,1,3075,4.47,0.9809,3135.7,1,1.0,17,1,3,310,0.01505,0.1224,0.0,16,5.7,0.0656,0.0252,0,0,0,0,0.142857,0.015625,15,0.8906,1.3543,0.4721
18,5000,2915,1,3,1,1.9747,1,187.9,0,2915,4.33,0.9365,3112.5,0,1.0,15,1,3,312,0.015407,0.0864,0.0,14,6.2,0.0723,0.0196,0,0,0,0,0.17284,0.015625,15,0.9096,1.4531,0.4833
19,5000,3006,3,5,1,1.9926,1,187.0,8,2993,4.33,0.9691,3101.9,13,1.0,13,3,5,333,0.014768,0.1444,154.7619,14,5.6,0.0778,0.0278,2,0,0,0,0.166667,0.015625,15,0.9062,1.542,0.4851
20,5000,3209,4,5,3,1.99,2,187.0,3197,0,4.56,1.0326,3112.5,17,1.0,17,8,4,369,0.012811,0.1066,140.3509,15,4.7,0.059,0.0265,1,0,0,0,0.139344,0.015625,16,0.8879,1.624,0.4828
21,5000,3010,0,0,3,1.9964,2,190.5,0,3005,4.37,0.9701,3102.8,5,1.0,13,0,4,341,0.014673,0.1154,54.9451,16,5.9,0.0793,0.0217,0,2,0,0,0.163462,0.015625,13,0.9044,1.6528,0.4861
22,5000,3073,4,5,1,1.9243,1,191.4,10,3052,4.44,0.9913,3099.9,21,1.0,15,6,4,345,0.015019,0.1034,180.9524,17,4.7,0.068,0.0189,2,1,0,0,0.12931,0.015625,17,0.8792,1.7285,0.4874
23,5000,2993,0,0,1,1.8955,1,188.4,3,2990,4.41,0.9687,3089.7,3,1.0,15,3,3,320,0.014979,0.1333,30.0,18,5.7,0.073,0.0333,0,0,0,0,0.133333,0.015625,17,0.8828,1.7951,0.4883
24,5000,3131,2,5,1,1.9461,1,190.9,3122,0,4.56,1.0121,3093.7,9,1.0,12,2,5,343,0.014441,0.1182,94.7368,19,6.5,0.0758,0.0205,1,1,0,0,0.154545,0.015625,15,0.8989,1.9406,0.4937
25,5000,3125,0,0,3,1.9215,1,202.8,3125,0,4.42,1.0092,3096.7,0,1.0,12,0,0,273,0.020418,0.1974,0.0,20,7.5,0.0892,0.037,0,0,0,0,0.263158,0.015625,11,0.9406,2.0327,0.5023
26,5000,2942,2,5,3,1.9652,1,202.6,0,2937,4.31,0.9546,3081.9,5,1.0,13,2,1,316,0.016982,0.1098,62.5,21,6.3,0.0786,0.0165,1,1,0,0,0.146341,0.015625,13,0.8932,2.1181,0.5074
27,5000,3106,1,5,1,1.9506,1,196.7,3097,0,4.48,1.0071,3084.2,9,1.0,16,5,2,332,0.015027,0.1308,88.2353,22,5.6,0.0692,0.0318,1,0,0,0,0.158879,0.015625,15,0.9017,2.2022,0.5044
28,4998,3010,0,0,1,1.9787,2,198.8,8,3002,4.46,0.9782,3077.2,8,1.0,19,4,1,332,0.014332,0.08,86.0215,23,5.6,0.058,0.0162,0,0,0,0,0.15,0.015625,16,0.8958,2.2322,0.5025
29,4996,3047,1,5,3,1.9785,1,204.4,9,3038,4.37,0.9911,3074.3,9,1.0,18,2,3,363,0.013616,0.1019,82.4742,24,6.2,0.0631,0.0209,1,0,0,0,0.138889,0.015625,17,0.8875,2.26,0.5034
30,4996,3156,3,5,3,1.9457,1,198.2,3124,0,4.51,1.024,3082.1,32,1.0,24,12,6,433,0.010269,0.1007,221.374,25,5.3,0.0439,0.0198,2,0,0,0,0.134228,0.015625,23,0.8836,2.2868,0.4992
31,4996,3021,1,4,1,1.9241,2,206.7,16,3005,4.35,0.982,3076.2,16,1.0,21,5,8,435,0.010265,0.0942,130.0813,26,5.9,0.0507,0.0187,0,1,0,0,0.108696,0.015625,22,0.8562,2.3593,0.4943
32,4995,3032,1,5,1,1.948,2,209.6,8,3019,4.36,0.987,3072.0,13,1.0,19,1,3,391,0.012706,0.0945,111.1111,27,6.9,0.0557,0.0172,1,0,0,0,0.141732,0.015625,19,0.8898,2.4223,0.493
33,4995,3001,0,0,1,1.9628,2,206.4,6,2995,4.37,0.979,3065.3,6,1.0,16,2,5,394,0.012393,0.0901,39.2157,28,8.8,0.0623,0.0165,0,1,0,0,0.126126,0.015625,18,0.8761,2.5469,0.4946
34,4993,3020,1,3,1,1.9257,1,211.9,0,3017,4.46,0.9866,3061.0,3,1.0,15,2,3,368,0.014546,0.0952,19.802,29,9.8,0.0693,0.0165,0,1,0,0,0.142857,0.015625,17,0.8906,2.6898,0.4987
35,4990,3082,0,0,1,1.8688,1,204.0,3082,0,4.5,1.0062,3063.0,0,1.0,14,0,1,328,0.016971,0.1019,0.0,30,11.5,0.0774,0.0234,0,0,0,0,0.138889,0.015625,14,0.8875,2.8286,0.5039
36,4988,3002,0,0,0,1.8973,1,213.8,0,3002,4.43,0.982,3057.2,0,1.0,13,0,1,314,0.016446,0.1392,0.0,31,13.1,0.0817,0.0304,0,0,0,0,0.139241,0.015625,13,0.8878,2.9679,0.51
