window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6127,19,5,0,1.9987,0,33.8,0,0,6.62,1.0,6127.0,664,1.0,406,632,226,2236,0.000891,0.0072,416.3522,0,0.0,0.0067,0.0011,1,0,0,0,0.033988,0.015625,63,0.5403,0.034,0.2188
2,5000,3882,3,5,0,1.9987,0,36.0,486,3371,5.38,0.8424,4658.3,511,1.0,333,17,90,2278,0.001073,0.0073,324.9163,1,1.0,0.0054,0.001,2,0,0,0,0.030899,0.015625,64,0.4943,0.0595,0.2194
3,5000,3411,1,5,0,1.9988,0,43.7,261,3167,4.84,0.85,4050.7,244,1.0,280,4,57,2078,0.001364,0.0086,248.7206,2,1.9,0.0062,0.0015,1,0,0,0,0.035223,0.015625,63,0.5564,0.0945,0.2321
4,5000,3116,3,5,0,1.9987,0,50.5,63,3068,4.52,0.852,3686.8,48,1.0,191,12,101,1897,0.001663,0.0221,74.7967,3,2.8,0.0127,0.0026,1,0,0,0,0.04426,0.015625,62,0.647,0.1235,0.2289
5,5000,3004,0,0,1,1.9987,0,71.4,11,2989,4.45,0.8686,3459.5,15,1.0,130,0,61,1485,0.0023,0.0247,32.967,4,3.7,0.0171,0.004,0,0,0,0,0.043643,0.015625,60,0.642,0.1501,0.2421
6,5000,3127,2,5,0,1.9987,0,95.7,8,3105,4.49,0.9294,3364.5,22,1.0,109,7,28,1155,0.003101,0.0304,56.5553,5,4.4,0.0206,0.0045,1,0,0,0,0.042056,0.015625,56,0.6285,0.1839,0.254
7,5000,3096,1,5,0,1.9981,1,105.7,3,3084,4.46,0.9392,3297.6,12,1.0,72,1,38,1020,0.003636,0.0327,44.6097,6,5.3,0.0219,0.0064,1,0,0,0,0.058824,0.015625,54,0.7344,0.2166,0.2672
8,5000,3115,0,0,3,1.9957,2,119.8,2,3107,4.45,0.9564,3257.1,8,1.0,56,3,19,709,0.005925,0.0351,37.5587,7,6.0,0.0301,0.0076,0,0,0,0,0.052632,0.015625,47,0.7031,0.2605,0.2734
9,5000,3180,0,0,3,1.9904,1,125.5,0,3180,4.57,0.981,3241.6,0,1.0,45,0,11,637,0.006422,0.0455,0.0,8,6.8,0.0361,0.0093,0,0,0,0,0.055556,0.015625,43,0.7188,0.311,0.2881
10,5000,3125,3,5,0,1.9843,1,134.3,4,3111,4.52,0.9704,3220.4,14,1.0,43,6,8,627,0.006971,0.0549,80.9249,9,7.2,0.036,0.0126,2,0,0,0,0.065934,0.015625,38,0.763,0.3604,0.3069
11,5000,3096,1,4,0,1.9792,1,136.3,4,3087,4.47,0.9676,3199.7,9,1.0,27,1,17,571,0.007909,0.0647,51.4286,10,7.3,0.0431,0.0145,0,0,0,0,0.099502,0.015625,33,0.843,0.4251,0.332
12,5000,3159,3,5,1,1.9987,2,146.4,12,3138,4.53,0.9892,3193.4,21,1.0,24,7,10,496,0.009221,0.0782,125.0,11,6.1,0.0464,0.0172,2,1,0,0,0.150838,0.015625,26,0.8964,0.5033,0.3602
13,5000,2983,2,5,3,1.9908,2,158.1,14,2959,4.39,0.943,3163.4,24,1.0,24,5,5,456,0.009704,0.0921,157.1429,12,5.6,0.0502,0.0186,1,0,0,0,0.105263,0.015625,22,0.8516,0.5598,0.3811
14,5000,3089,1,5,3,1.9875,2,162.6,3,3076,4.43,0.9796,3153.5,13,1.0,19,1,6,435,0.011963,0.0827,106.5574,13,6.3,0.0595,0.0171,1,1,0,0,0.120301,0.015625,18,0.8701,0.6651,0.4077
15,5000,3215,1,5,3,1.9796,2,164.9,3207,0,4.53,1.017,3161.2,8,1.0,18,2,3,408,0.013414,0.0945,58.8235,14,6.3,0.0616,0.0204,1,1,0,0,0.181102,0.015625,15,0.9137,0.7281,0.4278
16,5000,3011,0,0,3,1.9217,2,161.5,9,3003,4.46,0.9581,3143.6,8,1.0,20,6,4,392,0.013094,0.1138,70.7965,15,5.7,0.0577,0.0233,0,1,0,0,0.113821,0.015625,18,0.8627,0.8419,0.4421
17,5000,3109,2,4,3,1.8735,1,177.0,3,3106,4.44,0.9902,3139.8,3,1.0,19,2,3,387,0.012633,0.0882,30.9278,16,6.6,0.0598,0.0181,0,0,0,0,0.088235,0.015625,16,0.8229,0.9301,0.452
18,5000,3089,1,3,1,1.9315,1,172.3,0,3089,4.44,0.9855,3134.4,0,1.0,17,1,3,373,0.013201,0.1143,0.0,17,7.3,0.0614,0.0249,0,1,0,0,0.133333,0.015625,16,0.8828,0.9968,0.4645
19,5000,3016,2,5,1,1.9543,2,182.7,5,3006,4.39,0.9659,3122.6,10,1.0,17,4,4,383,0.013265,0.0893,96.1538,18,7.0,0.0665,0.0205,1,1,0,0,0.089286,0.015625,18,0.825,1.0772,0.4709
20,5000,3185,0,0,1,1.933,2,180.8,3180,0,4.51,1.0181,3128.5,5,1.0,15,0,2,339,0.015742,0.1053,56.8182,19,7.4,0.075,0.0227,0,1,0,0,0.105263,0.015625,15,0.8516,1.1193,0.4783
21,5000,3072,1,3,0,1.8824,1,180.5,1,3062,4.42,0.9836,3123.1,10,1.0,17,4,2,336,0.01481,0.1038,88.2353,20,7.4,0.0625,0.0203,0,0,0,0,0.103774,0.015625,16,0.8494,1.1664,0.4844
22,5000,3111,1,5,3,1.9612,1,196.1,5,3106,4.47,0.9965,3122.0,5,1.0,15,1,3,346,0.015107,0.1122,54.3478,21,8.6,0.0702,0.0205,1,1,0,0,0.112245,0.015625,17,0.8608,1.2379,0.4897
23,5000,2937,1,5,3,1.9201,2,194.3,6,2931,4.31,0.9461,3104.4,6,1.0,17,2,0,336,0.014456,0.1,60.6061,22,8.5,0.07,0.0237,1,0,0,0,0.15,0.015625,15,0.8958,1.3379,0.4971
24,5000,3022,0,0,3,1.9544,2,193.5,1,3021,4.35,0.9759,3096.5,1,1.0,15,1,3,346,0.014,0.0968,0.0,23,10.1,0.0693,0.02,0,0,0,0,0.150538,0.015625,15,0.8962,1.4346,0.5063
25,4999,3062,1,3,3,1.948,1,196.2,0,3059,4.49,0.9899,3093.2,3,1.0,14,2,3,321,0.015827,0.1136,24.3902,24,11.3,0.0694,0.0268,0,0,0,0,0.204545,0.015625,14,0.9236,1.4801,0.5159
26,4997,2949,1,3,3,1.9575,1,204.5,5,2944,4.36,0.9576,3079.5,5,1.0,14,4,4,318,0.015451,0.1039,71.4286,25,11.6,0.0698,0.0209,0,1,0,0,0.103896,0.015625,15,0.8496,1.5521,0.5206
27,4996,3110,0,0,3,1.8922,2,206.6,3105,0,4.44,1.009,3082.4,5,1.0,9,0,5,283,0.018811,0.125,72.7273,26,13.9,0.1094,0.0238,0,2,0,0,0.21875,0.015625,13,0.9286,1.7709,0.5293
28,4996,3091,0,0,3,1.839,1,195.7,3086,0,4.56,1.0025,3083.2,5,1.0,8,0,1,203,0.028753,0.1522,90.9091,27,16.1,0.1217,0.0217,0,1,0,0,0.173913,0.015625,8,0.9102,1.9448,0.5372
29,4992,3107,2,3,3,1.926,1,202.9,3095,0,4.42,1.007,3085.5,12,1.0,13,7,2,227,0.020732,0.1216,159.4203,28,10.5,0.1,0.0325,0,0,0,0,0.121622,0.015625,12,0.8715,2.0664,0.5418
30,4991,3052,0,0,3,1.8513,1,200.8,0,3045,4.43,0.9902,3082.3,7,1.0,14,2,1,244,0.019657,0.1077,98.3607,29,10.7,0.08,0.0182,0,0,0,0,0.153846,0.015625,12,0.8984,2.128,0.5468
31,4990,2953,1,4,3,1.8744,1,208.3,1,2944,4.33,0.9619,3070.0,9,1.0,13,2,3,252,0.018503,0.1266,128.5714,30,12.2,0.0861,0.0239,0,0,0,0,0.126582,0.015625,13,0.8766,2.1912,0.5506
32,4990,3139,2,5,1,1.8632,1,202.9,3128,0,4.52,1.0203,3076.6,11,1.0,12,2,3,275,0.017619,0.12,159.4203,31,11.7,0.088,0.0282,1,1,0,0,0.12,0.015625,15,0.8698,2.2979,0.5483
33,4989,3093,2,5,1,1.8556,2,205.3,3085,0,4.43,1.0048,3078.1,8,1.0,12,2,2,276,0.019004,0.1146,87.9121,32,11.2,0.0799,0.0235,1,0,0,0,0.114583,0.015625,14,0.8636,2.4021,0.5443
34,4989,3147,3,5,3,1.9198,2,209.6,3136,0,4.56,1.0202,3084.7,11,1.0,14,3,1,294,0.017152,0.1486,138.8889,33,10.4,0.0849,0.032,1,0,0,0,0.148649,0.015625,15,0.8949,2.4832,0.5423
35,4989,3028,3,5,3,1.9476,2,206.1,3,3005,4.4,0.9833,3079.3,23,1.0,14,3,3,354,0.015763,0.1604,242.1053,25,6.1,0.0723,0.0306,3,1,0,0,0.160377,0.015625,17,0.9026,2.5115,0.5348
36,4989,3112,2,5,3,1.9242,2,211.1,3084,0,4.41,1.0096,3082.4,28,1.0,14,2,2,347,0.015995,0.1101,269.2308,26,6.6,0.0676,0.0221,2,0,0,0,0.12844,0.015625,15,0.8783,2.5115,0.5279
