window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6127,19,5,0,1.9987,0,34.7,0,0,6.62,1.0,6127.0,664,1.0,406,632,226,2236,0.000891,0.0072,416.3522,0,0.0,0.0067,0.0011,1,0,0,0
2,5000,3882,3,5,0,1.9987,0,38.1,486,3371,5.38,0.8424,4658.3,511,1.0,333,17,90,2278,0.001073,0.0073,324.9163,1,1.0,0.0054,0.001,2,0,0,0
3,5000,3411,1,5,0,1.9988,0,51.8,261,3167,4.84,0.85,4050.7,244,1.0,280,4,57,2078,0.001364,0.0086,248.7206,2,1.9,0.0062,0.0015,1,0,0,0
4,5000,3116,3,5,0,1.9987,0,68.9,63,3068,4.52,0.852,3686.8,48,1.0,191,12,101,1897,0.001663,0.0221,74.7967,3,2.8,0.0127,0.0026,1,0,0,0
5,5000,3004,0,0,1,1.9987,0,79.9,11,2989,4.45,0.8686,3459.5,15,1.0,130,0,61,1485,0.0023,0.0247,32.967,4,3.7,0.0171,0.004,0,0,0,0
6,5000,3127,2,5,0,1.9987,0,95.0,8,3105,4.49,0.9294,3364.5,22,1.0,109,7,28,1155,0.003101,0.0304,56.5553,5,4.4,0.0206,0.0045,1,0,0,0
7,5000,3096,1,5,0,1.9981,1,105.3,3,3084,4.46,0.9392,3297.6,12,1.0,72,1,38,1020,0.003636,0.0327,44.6097,6,5.3,0.0219,0.0064,1,0,0,0
8,5000,3115,0,0,3,1.9957,2,121.5,2,3107,4.45,0.9564,3257.1,8,1.0,56,3,19,709,0.005925,0.0351,37.5587,7,6.0,0.0301,0.0076,0,0,0,0
9,5000,3180,0,0,3,1.9904,1,123.8,0,3180,4.57,0.981,3241.6,0,1.0,45,0,11,637,0.006422,0.0455,0.0,8,6.8,0.0361,0.0093,0,0,0,0
10,5000,3125,3,5,0,1.9843,1,137.8,4,3111,4.52,0.9704,3220.4,14,1.0,43,6,8,627,0.006971,0.0549,80.9249,9,7.2,0.036,0.0126,2,0,0,0
11,5000,3096,1,4,0,1.9792,1,136.0,4,3087,4.47,0.9676,3199.7,9,1.0,27,1,17,571,0.007909,0.0647,51.4286,10,7.3,0.0431,0.0145,0,0,0,0
12,5000,3159,3,5,1,1.9987,2,151.3,12,3138,4.53,0.9892,3193.4,21,1.0,24,7,10,496,0.009221,0.0782,125.0,11,6.1,0.0464,0.0172,2,1,0,0
13,5000,2983,2,5,3,1.9908,2,159.6,14,2959,4.39,0.943,3163.4,24,1.0,24,5,5,456,0.009704,0.0921,157.1429,12,5.6,0.0502,0.0186,1,0,0,0
14,5000,3089,1,5,3,1.9875,2,153.2,3,3076,4.43,0.9796,3153.5,13,1.0,19,1,6,435,0.011963,0.0827,106.5574,13,6.3,0.0595,0.0171,1,1,0,0
15,5000,3215,1,5,3,1.9796,2,154.0,3207,0,4.53,1.017,3161.2,8,1.0,18,2,3,408,0.013414,0.0945,58.8235,14,6.3,0.0616,0.0204,1,1,0,0
16,5000,3011,0,0,3,1.9217,2,152.9,9,3003,4.46,0.9581,3143.6,8,1.0,20,6,4,392,0.013094,0.1138,70.7965,15,5.7,0.0577,0.0233,0,1,0,0
17,5000,3109,2,4,3,1.8735,1,160.6,3,3106,4.44,0.9902,3139.8,3,1.0,19,2,3,387,0.012633,0.0882,30.9278,16,6.6,0.0598,0.0181,0,0,0,0
18,5000,3089,1,3,1,1.9315,1,161.0,0,3089,4.44,0.9855,3134.4,0,1.0,17,1,3,373,0.013201,0.1143,0.0,17,7.3,0.0614,0.0249,0,1,0,0
